token_age_b,transfers,transactions,buys_m5,sells_m5,buys_h1,sells_h1,volume_m5,volume_h1,price_change_m5,price_change_h1,price_change_h6,price_change_h24,liquidity,market_cap,is_mutable_metadata,is_telegram,is_twitter,is_website,boosts,telegram_members,twitter_days,twitter_tweets,twitter_followers,twitter_smart_followers,sns_held_all,sns_sold_some,sns_sold_all,PNL,profit,sns_most_common,sns_most_common_except_0,tt_f10_bought,tt_f10_sold,sns_f10_bought,sns_f10_sold,sns_no_bought,sns_no_sold,tt_no_bought,tt_no_sold,sns_pnl_loss,tt_pnl_loss
8.32,0.0,456.0,32.0,52.0,230.0,226.0,9697.65,106093.86,-18.19,-44.56,-44.56,-44.56,26883.7,48838.0,0,0,0,0,0,0,0,0,0,0,23,16,61,63.71,1,0.0,44.0,20080.66,36599.909999999996,17078.929999999997,26306.180000000004,34,23,53,0,23,0
5.94,0.0,1563.0,519.0,570.0,832.0,731.0,271590.37,646652.15,-79.44,-71.65,-71.65,-71.65,19946.28,25064.0,0,0,0,0,0,0,0,0,0,0,17,16,67,-45.09,0,0.0,22.0,59721.0,119635.0,108297.9,122634.11999999998,25,17,50,0,30,0
4.13,0.0,244.0,166.0,78.0,166.0,78.0,47844.51,47844.51,-15.54,-15.54,-15.54,-15.54,31311.1,66931.0,0,1,0,1,0,62,0,0,0,0,44,9,47,-24.91,0,0.0,22.0,15261.159999999998,28055.910000000003,9987.730000000003,13986.14,28,44,53,12,22,4
6.42,0.0,239.0,120.0,69.0,162.0,77.0,9085.59,13429.37,-3.49,239.0,239.0,239.0,3500.33,7518.0,0,1,1,1,0,8,0,0,475,1,62,12,26,68.68,1,22.0,22.0,4496.710000000006,6705.860000000001,5378.61,5378.91,5,62,11,49,12,4
6.27,0.0,75.0,54.0,21.0,54.0,21.0,5454.18,5454.18,105.0,105.0,105.0,105.0,4910.94,35988.0,0,1,1,1,0,5,0,0,18,0,34,6,15,-35.35,0,0.1,0.1,3222.79,2542.39,3222.79,2542.39,6,34,6,34,6,6
21.5,0.0,761.0,48.0,14.0,469.0,292.0,6733.62,156766.24,113.0,-44.24,-44.24,-44.24,26504.54,47068.0,0,0,0,0,0,0,0,0,0,0,21,14,65,87.95,1,0.0,22.0,25099.43,52655.740000000005,24605.790000000005,31069.77,17,21,42,0,39,0
16.18,0.0,5971.0,913.0,690.0,3447.0,2524.0,647529.78,2526841.01,131.0,412.0,412.0,412.0,121630.79,874623.0,0,1,1,1,0,85,0,0,566,0,21,16,63,-22.22,0,0.0,22.0,129452.0,392654.0,136080.47000000006,187692.4,15,21,34,0,26,0
27.21,0.0,37.0,0.0,0.0,32.0,5.0,0.0,899.76,0.0,134.0,134.0,134.0,2759.61,2370.0,0,0,0,0,0,0,0,0,0,0,26,2,3,-35.44,0,2.22,2.22,688.8399999999999,204.96,688.8400000000001,204.96,0,26,0,26,2,2
36.85,0.0,798.0,0.0,3.0,414.0,384.0,24.71,243670.33,-0.26,-74.17,-74.17,-74.17,18899.52,23952.0,0,0,0,0,0,0,0,0,0,0,33,6,61,68.52,1,0.0,44.0,76851.68,107432.47999999998,19352.11,21411.46,16,33,54,0,43,0
27.0,0.0,865.0,2.0,14.0,477.0,388.0,2337.86,286282.93,-29.39,-60.2,-60.2,-60.2,22816.46,34416.0,0,0,0,0,0,0,0,0,0,0,24,10,66,75.56,1,0.0,22.0,52911.06,96645.0,26781.2,36219.619999999995,19,24,32,0,46,0
14.24,0.0,1966.0,268.0,244.0,1176.0,790.0,91492.02,369989.06,-2.2,20.54,20.54,20.54,39851.85,103963.0,0,0,1,1,0,0,0,0,19,0,52,10,38,-29.33,0,44.0,44.0,23409.69,62808.0,19180.440000000002,18835.920000000002,11,52,67,0,10,0
14.5,0.0,1117.0,17.0,23.0,529.0,588.0,2929.21,192255.89,18.49,-86.96,-86.96,-86.96,12996.5,11246.0,0,0,1,1,0,0,0,0,13,0,13,13,74,-30.36,0,0.0,44.0,7896.46,39562.0,17064.33,24666.52,31,13,74,0,40,0
34.79,0.0,2817.0,28.0,13.0,1908.0,909.0,2431.87,236826.49,15.66,153.0,153.0,153.0,4341.66,11916.0,0,1,1,1,500,15,20,1,617,1,51,7,42,-21.11,0,0.0,0.1,27894.680000000004,42960.020000000004,14371.280000000008,13574.1,20,51,19,4,30,0
22.14,0.0,1159.0,11.0,63.0,590.0,569.0,7448.49,236502.23,-34.86,-63.76,-63.76,-63.76,21900.44,32211.0,0,0,1,1,0,0,0,0,726,0,14,5,81,-33.62,0,0.0,22.0,16323.42,42186.0,49138.70999999999,57832.219999999994,21,14,71,0,44,0
31.47,0.0,1312.0,35.0,27.0,723.0,589.0,10868.47,189581.34,-11.09,-67.18,-67.18,-67.18,20980.04,29259.0,0,0,0,1,0,0,0,0,0,0,17,21,62,-27.97,0,0.0,22.0,22976.21,47741.0,8473.919999999998,11843.23,14,17,54,0,55,0
14.04,0.0,1660.0,89.0,72.0,923.0,737.0,14625.8,704796.27,-2.43,-73.83,-73.83,-73.83,19809.13,25076.0,0,1,1,1,0,2,0,0,124,1,20,12,68,-24.25,0,0.0,22.0,175024.0,256230.0,156014.38,164927.82,14,20,38,0,46,0
11.73,0.0,1837.0,70.0,137.0,1004.0,833.0,23246.43,538608.79,-78.77,-93.73,-93.73,-93.73,9733.34,6159.0,0,0,1,0,0,0,0,0,9010000,48,15,9,76,-20.09,0,0.0,22.0,52950.0,132644.0,42621.61,56249.44,10,15,64,0,45,0
15.61,0.0,1580.0,139.0,84.0,905.0,675.0,34256.34,278410.01,-20.22,39.4,39.4,39.4,42469.21,120179.0,0,1,1,0,0,4,0,0,0,0,45,6,49,-28.14,0,0.0,44.0,4762.2,53023.0,19210.240000000005,19512.59,16,45,78,0,5,0
37.56,0.0,4574.0,99.0,104.0,2450.0,2124.0,53971.53,1130590.24,-31.94,-13.56,-13.56,-13.56,35436.82,77397.0,0,1,1,0,0,114,0,0,40,0,16,19,65,-23.92,0,0.0,22.0,47698.22,130302.0,29026.510000000002,38992.54000000001,19,16,58,0,12,0
24.32,0.0,6196.0,135.0,107.0,3570.0,2626.0,41985.62,2471244.9,-20.79,-72.02,-72.02,-72.02,23174.78,31396.0,0,1,1,1,0,14,0,0,93,1,11,8,81,-21.09,0,0.0,22.0,125633.0,423684.0,78933.64,151906.14,15,11,68,0,14,0
29.81,0.0,4676.0,182.0,355.0,2467.0,2209.0,65378.62,1350203.0,-33.94,42.04,42.04,42.04,47605.95,139768.0,0,1,1,1,500,1918,41,3,5160,8,7,36,57,61.78,1,0.0,44.0,71382.0,141257.0,246032.06,262901.19,14,7,70,0,25,0
1.83,0.0,54.0,52.0,2.0,52.0,2.0,62961.76,62961.76,158960.0,158960.0,158960.0,158960.0,126046.94,172002825.0,1,0,0,0,0,0,0,0,0,0,62,1,37,-45.78,0,0.0,0.1,7963.42,37956.130000000005,69805.06999999998,37292.13,19,62,20,61,17,17
2.18,0.0,171.0,129.0,42.0,129.0,42.0,105456.23,105456.23,293448.0,293448.0,293448.0,293448.0,171872.02,318033170.0,1,0,0,0,0,0,0,0,0,0,72,4,24,-23.21,0,0.1,0.1,9132.830000000002,27515.76,87474.71999999997,20094.289999999997,9,72,13,67,1,2
3.2,0.0,62.0,47.0,15.0,47.0,15.0,4821.04,4821.04,120.0,120.0,120.0,120.0,5314.22,41574.0,0,0,1,1,0,0,0,0,0,0,42,7,9,-22.08,0,0.1,0.1,3192.28,2461.08,3175.279999999998,2192.08,6,42,7,42,3,4
3.03,0.0,514.0,303.0,211.0,303.0,211.0,96331.32,96331.32,5.82,5.82,5.82,5.82,37549.28,94730.0,0,0,1,1,0,0,0,0,0,0,46,11,43,69.13,1,0.0,44.0,2073.61,27178.0,21039.69,20107.809999999998,34,46,88,0,8,0
2.66,0.0,157.0,108.0,49.0,108.0,49.0,41587.9,41587.9,18.28,18.28,18.28,18.28,39486.77,105584.0,0,1,1,0,0,3,0,0,0,0,55,5,40,-29.9,0,0.0,22.0,13201.109999999997,23329.03,19402.420000000006,20049.54,19,55,27,38,6,7
2.38,0.0,163.0,103.0,60.0,103.0,60.0,113392.72,113392.72,117693.0,117693.0,117693.0,117693.0,109609.64,128282005.0,1,0,0,0,0,0,0,0,0,0,73,3,24,-76.9,0,0.1,0.1,11884.219999999998,49043.03999999999,85985.54,42229.03999999999,15,74,17,69,4,5
11.64,0.0,1555.0,189.0,379.0,752.0,803.0,160851.69,665651.09,-98.15,76.38,76.38,76.38,4345.32,191063.0,1,0,0,0,0,0,0,0,0,0,53,19,28,66.81,1,0.1,0.1,26650.139999999996,315832.8399999996,107696.35000000003,92293.79000000001,5,53,46,1,20,0
15.16,0.0,142.0,10.0,20.0,104.0,38.0,3680.56,23786.28,-20.04,471.0,471.0,471.0,10744.14,13431.0,0,0,0,0,0,0,0,0,0,0,53,15,26,-40.28,0,2.23,2.23,13424.799999999996,11554.51,13418.149999999998,11380.51,0,53,0,54,3,3
5.26,0.0,2452.0,1336.0,1116.0,1336.0,1116.0,859402.63,859402.63,60.43,60.43,60.43,60.43,46129.0,135308.0,0,0,0,0,0,0,0,0,0,0,20,29,51,-20.69,0,0.0,22.0,28938.0,114083.0,31237.249999999996,47733.29999999999,27,20,69,0,9,0
8.23,0.0,1232.0,541.0,300.0,810.0,422.0,1971649.7,2568533.41,-21.95,1527.0,1527.0,1527.0,453031.39,13666033.0,0,0,0,0,0,0,0,0,0,0,27,8,65,-40.75,0,44.0,44.0,166831.0,935060.0,237525.61000000002,77003.72,3,28,44,0,9,0
9.39,0.0,777.0,164.0,128.0,520.0,257.0,38107.62,121538.0,-17.62,14.12,14.12,14.12,38811.07,101502.0,0,0,1,0,30,0,0,0,0,0,59,8,33,-24.6,0,44.0,44.0,32336.800000000003,52627.02,13462.869999999995,11938.24,10,59,31,0,14,0
25.18,0.0,667.0,5.0,19.0,309.0,358.0,2518.96,103935.12,-4.07,-90.11,-90.11,-90.11,10865.48,7914.0,0,0,0,0,0,0,0,0,0,0,18,21,61,-20.52,0,0.0,22.0,15141.0,34663.0,8398.559999999998,14126.96,23,18,70,0,43,0
18.98,0.0,7371.0,5057.0,105.0,7230.0,141.0,21867.8,30204.43,188.0,6904.0,6904.0,6904.0,15655.13,67565.0,0,1,1,1,0,6,0,0,0,0,67,7,26,-50.95,0,0.0,0.1,8207.809999999998,10412.36,6423.669999999998,4083.93,42,67,24,17,3,0
17.78,0.0,208.0,3.0,12.0,119.0,89.0,861.68,25476.22,-24.77,-93.97,-93.97,-93.97,8703.81,5154.0,0,0,1,1,0,0,0,0,0,0,29,8,63,-21.23,0,0.0,22.0,3756.8699999999976,18810.26,4786.999999999999,18520.44,19,29,21,31,31,24
21.51,0.0,806.0,38.0,24.0,488.0,318.0,3212.02,80491.44,21.45,640.0,640.0,640.0,6452.72,8894.0,0,1,1,1,0,7,0,0,0,0,27,13,60,-30.65,0,0.0,0.1,6819.97,15662.93,18028.170000000002,20911.179999999997,24,28,44,0,18,0
6.48,0.0,402.0,146.0,131.0,238.0,164.0,24480.46,34474.2,-38.63,-38.56,-38.56,-38.56,27736.17,52507.0,0,1,1,1,0,133,0,0,0,0,36,7,57,-43.41,0,0.0,22.0,8920.56,19620.770000000004,5066.54,7389.370000000001,18,36,81,0,26,0
12.37,0.0,373.0,108.0,47.0,274.0,99.0,11500.43,33103.61,26.05,84.42,84.42,84.42,47325.49,70823.0,0,1,1,1,0,78,0,0,0,0,42,16,42,-23.82,0,0.0,22.0,12729.880000000001,15674.190000000002,9814.169999999998,9951.960000000001,14,42,21,9,7,3
9.25,0.0,1502.0,434.0,268.0,939.0,563.0,113276.22,272309.76,-39.16,-2.41,-2.41,-2.41,32500.26,70093.0,0,1,1,1,0,12,0,0,0,0,25,18,57,-27.54,0,0.0,22.0,17180.0,65203.0,17929.29,34638.01,16,25,63,0,8,0
19.58,0.0,1076.0,332.0,64.0,892.0,184.0,97002.2,591775.33,2.94,3453248.0,3453248.0,3453248.0,706308.29,4631591635.0,0,0,1,0,10,0,0,0,0,0,78,3,19,60.35,1,0.1,0.1,37995.729999999916,64602.75,341148.6699999997,6644.05,2,78,2,56,4,2
12.8,0.0,7170.0,750.0,585.0,4061.0,3109.0,428961.93,3569304.78,11.15,423.0,423.0,423.0,84785.75,395772.0,0,1,1,1,200,20,0,0,0,0,12,19,69,-22.06,0,0.0,1102.0,262752.0,544685.0,89381.26000000001,225857.14,18,12,34,0,6,0
48.45,0.0,773.0,0.0,2.0,357.0,416.0,174.03,128332.6,-3.39,-90.64,-90.64,-90.64,9948.93,6609.0,0,0,0,0,0,0,0,0,0,0,13,4,83,-20.82,0,0.0,44.0,7210.0,42017.0,18610.849999999995,29283.739999999998,38,13,78,0,48,0
25.09,0.0,1387.0,6.0,17.0,719.0,668.0,1439.0,559809.55,-30.85,-90.75,-90.75,-90.75,12449.46,9795.0,0,0,0,0,0,0,0,0,0,0,9,24,67,-39.07,0,0.0,22.0,94338.0,152100.0,90802.71,95863.48000000001,24,9,45,0,39,0
13.18,0.0,1666.0,44.0,372.0,819.0,847.0,82580.22,1946372.4,-99.3,-99.5,-99.5,-99.5,8002.27,4206.0,0,0,0,0,0,0,0,0,0,0,17,9,74,78.83,1,22.0,22.0,32046.0,747618.0,212098.89,33737.68000000001,2,17,87,0,32,0
20.86,0.0,3631.0,323.0,236.0,2001.0,1630.0,153839.45,875300.23,64.1,91.03,91.03,91.03,52790.54,171562.0,0,1,0,0,0,220,0,0,0,0,10,14,76,-33.18,0,0.0,218.0,45720.0,124190.0,45740.39,71296.07,23,10,44,0,26,0
22.65,0.0,3971.0,164.0,126.0,2132.0,1839.0,66244.16,1195302.56,-19.55,13.61,13.61,13.61,41018.66,100656.0,0,0,0,0,0,0,0,0,0,0,17,20,63,-27.81,0,0.0,44.0,66665.0,148253.0,54455.74,69869.73000000001,29,17,36,0,27,0
8.87,0.0,451.0,135.0,91.0,299.0,152.0,25372.73,41185.95,-2.66,944.0,944.0,944.0,5970.9,13832.0,0,1,1,1,0,2,0,0,0,0,39,16,45,-41.41,0,0.1,0.1,9972.51,16042.150000000003,8459.39,7775.91,13,39,32,0,11,0
15.02,0.0,2004.0,346.0,301.0,1178.0,826.0,139881.0,442931.76,89.57,74.2,74.2,74.2,42359.53,115743.0,0,1,1,1,0,19,0,0,0,0,15,24,61,-21.38,0,0.0,22.0,31694.0,73396.0,45255.009999999995,63441.24,24,15,32,0,20,0
35.12,0.0,597.0,67.0,42.0,394.0,203.0,11927.89,61524.75,31.65,9247.0,9247.0,9247.0,23862.39,209076.0,0,1,1,1,50,25,0,0,0,0,34,20,46,-24.64,0,0.1,0.1,6609.660000000001,13839.560000000001,13410.730000000007,10816.92,3,34,13,0,20,0
36.09,0.0,1571.0,78.0,64.0,943.0,628.0,23156.59,265578.65,-8.53,42.04,42.04,42.04,42935.89,123053.0,0,1,1,1,0,30,0,0,0,0,19,18,63,-25.57,0,22.0,22.0,52473.0,66085.0,39193.23,44410.990000000005,6,20,15,0,33,0
17.24,0.0,3807.0,2861.0,106.0,3416.0,391.0,42290.38,121782.49,-3.49,135.0,135.0,135.0,55314.94,208418.0,0,1,1,1,500,305,0,0,0,0,26,20,54,-31.77,0,22.0,22.0,9247.13,34026.0,6585.009999999999,11629.489999999998,9,27,33,0,6,0
35.19,0.0,798.0,47.0,42.0,418.0,380.0,8059.43,152819.88,1.17,234203669.0,234203669.0,234203669.0,226910.56,575972691.0,0,0,1,0,10,0,0,0,0,0,58,14,28,60.06,1,22.0,22.0,6625.510000000004,6689.6299999999965,115302.6700000001,7473.780000000001,2,58,3,16,9,4
4.94,0.0,770.0,367.0,403.0,367.0,403.0,128864.0,128864.0,-89.83,-89.83,-89.83,-89.83,11010.7,7631.0,0,0,0,0,0,0,0,0,0,0,10,6,84,-21.45,0,0.0,23.0,13473.0,44462.0,14716.03,28807.86,45,10,85,0,38,0
3.14,0.0,1024.0,538.0,486.0,538.0,486.0,379143.84,379143.84,-72.1,-72.1,-72.1,-72.1,20344.81,25696.0,0,0,0,0,0,0,0,0,0,0,22,20,58,-27.95,0,0.0,47.0,37080.0,99861.0,35532.82,56473.45,27,22,56,0,11,0
2.12,0.0,86.0,75.0,11.0,75.0,11.0,83597.16,83597.16,235234.0,235234.0,235234.0,235234.0,163778.96,271435960.0,1,0,0,0,0,0,0,0,0,0,72,3,25,-51.51,0,0.0,0.1,17304.34,24169.07,86296.34,15684.07,17,72,17,72,1,1
20.13,0.0,2309.0,98.0,647.0,1016.0,1293.0,125680.75,1219538.2,-24.21,228.0,228.0,228.0,868.32,668555.0,1,0,0,0,0,0,0,0,0,0,32,31,37,-29.95,0,0.1,0.1,91579.0,552301.0,135937.0,171590.56,6,32,22,0,20,0
4.29,0.0,612.0,526.0,86.0,526.0,86.0,53989.75,53989.75,39.84,39.84,39.84,39.84,45034.14,131060.0,0,0,0,0,0,0,0,0,0,0,56,9,35,-27.2,0,23.0,23.0,12925.0,23641.0,21033.129999999994,15751.130000000001,2,56,84,77,29,0
3.85,0.0,317.0,200.0,117.0,200.0,117.0,52399.37,52399.37,3.92,3.92,3.92,3.92,34652.65,77519.0,0,0,0,0,0,0,0,0,0,0,47,15,38,-23.92,0,0.0,23.0,14201.25,27341.660000000003,11043.56,15852.589999999998,24,47,46,5,11,0
4.49,0.0,726.0,369.0,357.0,369.0,357.0,146592.63,146592.63,-45.96,-45.96,-45.96,-45.96,28220.35,50636.0,0,0,0,0,0,0,0,0,0,0,27,12,61,99.29,1,0.0,23.0,15044.0,46645.0,18404.72,25915.880000000005,25,27,62,0,39,0
6.74,0.0,36.0,6.0,7.0,27.0,9.0,1256.23,3788.33,-5.92,146.0,146.0,146.0,5670.35,6316.0,0,0,0,0,0,0,0,0,0,0,23,1,2,60.39,1,2.35,2.35,2600.1200000000003,1181.0,2600.1199999999994,1181.0,0,23,0,23,1,1
6.69,0.0,1203.0,356.0,563.0,509.0,694.0,189331.86,234141.79,-94.39,-93.75,-93.75,-93.75,10027.26,6345.0,0,0,0,0,0,0,0,0,0,0,18,6,76,-27.74,0,0.0,23.0,10120.0,29209.0,46214.39,48566.6,29,18,98,0,37,0
21.94,0.0,2129.0,309.0,164.0,1263.0,866.0,208930.03,979533.79,332.0,109703.0,109703.0,109703.0,113687.86,125383757.0,1,0,0,0,0,0,0,0,0,0,61,16,23,-46.26,0,0.1,0.1,25582.96999999996,467593.7299999999,141432.14999999997,47868.87,2,61,4,26,19,3
8.03,0.0,491.0,64.0,72.0,314.0,177.0,16088.66,95962.9,-12.93,-24.31,-24.31,-24.31,33317.91,71261.0,0,0,0,0,0,0,0,0,0,0,42,9,49,-42.53,0,0.0,23.0,31629.609999999993,48879.299999999996,20551.56,21539.63,9,42,34,4,37,2
5.21,0.0,1516.0,934.0,582.0,934.0,582.0,583257.45,583257.45,-30.5,-30.5,-30.5,-30.5,35704.74,78467.0,0,0,0,0,0,0,0,0,0,0,32,4,64,-38.41,0,23.0,23.0,66368.0,186865.0,74021.75,111413.56999999999,12,32,29,0,49,0
11.4,0.0,1623.0,190.0,241.0,875.0,748.0,122286.55,468328.53,-64.94,110.0,110.0,110.0,56411.26,200619.0,0,0,0,0,0,0,0,0,0,0,16,26,58,-25.82,0,0.0,23.0,52637.0,108954.0,13978.58,33212.41,15,16,31,0,8,0
46.73,0.0,869.0,1.0,5.0,387.0,482.0,337.33,105786.67,-10.79,-91.32,-91.32,-91.32,11555.81,8511.0,0,0,0,0,0,0,0,0,0,0,16,6,78,-21.15,0,0.0,23.0,8058.0,26306.0,11529.29,17515.350000000002,25,16,82,0,50,0
49.95,0.0,1731.0,4.0,6.0,909.0,822.0,1305.52,356124.72,7.22,-89.29,-89.29,-89.29,12710.03,10043.0,0,0,0,0,0,0,0,0,0,0,18,13,69,-20.34,0,0.0,23.0,32116.0,95585.0,18940.6,24058.539999999997,13,18,58,0,30,0
41.16,0.0,1879.0,2.0,8.0,932.0,947.0,1255.22,716913.6,-19.03,-87.38,-87.38,-87.38,16200.57,15661.0,0,0,0,0,0,0,0,0,0,0,15,8,77,-20.37,0,0.0,23.0,44874.0,183053.0,87627.59999999999,118085.41,19,15,59,0,50,0
12.81,0.0,1020.0,337.0,42.0,913.0,107.0,51847.76,486399.8,17.36,6703988.0,6703988.0,6703988.0,864622.18,7896987156.0,1,0,1,0,10,0,0,0,11,0,71,6,23,-96.86,0,0.0,0.1,9693.810000000003,17952.930000000008,369122.9899999994,3533.27,15,71,44,43,6,0
9.33,0.0,1061.0,237.0,262.0,558.0,503.0,71691.61,163950.35,-65.97,-67.93,-67.93,-67.93,22263.42,31405.0,0,0,1,0,0,0,0,0,28,0,17,14,69,-27.93,0,0.0,23.0,17458.0,48365.0,19027.34,25145.49,23,17,69,0,48,0
27.4,0.0,1409.0,46.0,40.0,701.0,708.0,12029.66,207626.2,43.28,-61.89,-61.89,-61.89,23509.84,34554.0,0,0,0,1,0,0,0,0,0,0,17,14,69,-32.21,0,0.0,58.0,24893.36,47563.0,14206.67,17651.89,19,17,60,0,50,0
31.49,0.0,1688.0,59.0,49.0,991.0,697.0,11262.52,212566.12,30.95,7.72,7.72,7.72,39255.07,97780.0,0,1,1,0,0,6,0,0,261,2,19,9,72,-24.61,0,0.0,23.0,24346.12,52625.0,11771.369999999999,18428.45,15,19,51,0,24,0
31.69,0.0,1413.0,7.0,21.0,741.0,672.0,1626.36,407250.73,-12.44,-37.88,-37.88,-37.88,30589.6,58614.0,0,1,1,0,0,17,0,0,10490,0,18,8,74,497.51,1,23.0,23.0,6520.0,22358.0,24358.649999999987,28515.060000000005,12,18,91,0,35,0
40.46,0.0,6433.0,61.0,80.0,3555.0,2878.0,14540.61,1723479.93,-5.11,-54.33,-54.33,-54.33,26830.18,40477.0,0,0,0,0,0,0,0,0,0,0,11,19,70,-30.74,0,0.0,235.0,53257.0,178402.0,51822.11000000001,77004.6,19,11,41,0,5,0
29.23,0.0,1739.0,238.0,50.0,1439.0,300.0,68580.55,772296.37,1.7,2964799.0,2964799.0,2964799.0,812601.5,6988496097.0,0,0,1,1,10,0,0,0,0,0,60,29,11,60.27,1,0.1,0.1,48261.630000000005,113212.43000000002,457599.25999999925,57491.19,3,60,7,7,20,2
20.06,0.0,8908.0,553.0,410.0,5136.0,3772.0,303843.62,4081276.12,6.19,280.0,280.0,280.0,91215.77,425783.0,0,1,1,0,0,91,0,0,0,0,17,14,69,-43.98,0,0.0,23.0,359298.0,630194.0,100270.77999999998,167926.46,19,17,47,0,2,0
48.78,0.0,39056.0,5097.0,336.0,36881.0,2175.0,28918.91,553359.21,-70.72,-60.34,-60.34,-60.34,24786.29,37324.0,0,1,1,1,500,73,0,0,0,0,18,14,68,-39.36,0,23.0,23.0,1176.0,65337.0,11702.39,14619.590000000002,4,18,99,0,54,0
14.67,0.0,1808.0,142.0,151.0,1039.0,769.0,138160.25,871813.99,-99.93,-86.93,-86.93,-86.93,1254.24,15003.0,1,0,0,0,0,0,0,0,0,0,63,20,17,-99.35,0,0.1,0.1,38805.2,427246.83,128232.08,78571.23000000001,3,63,17,27,14,6
2.12,0.0,227.0,152.0,75.0,152.0,75.0,69813.76,69813.76,43.77,43.77,43.77,43.77,46077.82,136180.0,0,0,0,0,0,0,0,0,0,0,66,5,29,-51.76,0,0.0,23.0,23196.08999999999,35720.84,9486.32,14208.01,19,66,27,46,6,3
3.96,0.0,300.0,147.0,153.0,147.0,153.0,84110.66,84110.66,-92.7,-92.7,-92.7,-92.7,9427.2,5613.0,0,0,0,0,0,0,0,0,0,0,21,7,72,-24.13,0,0.0,23.0,16991.24999999999,42088.52999999999,25181.049999999996,39999.39,34,21,44,21,32,15
12.09,0.0,1091.0,215.0,117.0,668.0,423.0,144724.66,566919.57,-78.14,10262.0,10262.0,10262.0,34977.35,11983357.0,1,0,0,0,0,0,0,0,0,0,65,14,21,-72.65,0,0.1,0.1,30492.789999999957,283767.86999999994,103202.24999999999,171792.12,4,66,9,37,7,12
11.42,0.0,1219.0,7.0,20.0,626.0,593.0,534.63,628687.93,7.92,-94.17,-94.17,-94.17,11073.92,7306.0,0,0,0,0,0,0,0,0,0,0,13,19,68,-20.37,0,0.0,23.0,175624.0,234177.0,149202.24000000002,171330.68000000002,21,13,38,0,18,0
14.85,0.0,967.0,69.0,31.0,543.0,424.0,16864.86,211251.79,58.02,-52.14,-52.14,-52.14,27374.48,46457.0,0,0,0,0,0,0,0,0,0,0,24,10,66,67.88,1,0.0,23.0,24843.0,71401.0,23368.949999999997,23427.02,16,24,68,0,53,0
7.99,0.0,557.0,172.0,76.0,362.0,195.0,53193.15,112984.1,103.0,63.83,63.83,63.83,47357.02,142047.0,0,1,1,0,0,2,0,0,17,0,51,12,37,-21.48,0,0.0,23.0,17787.0,37596.66,15924.110000000002,21034.719999999998,16,51,47,0,18,0
16.51,0.0,4389.0,135.0,137.0,2547.0,1842.0,35089.08,1824918.8,-22.77,-79.07,-79.07,-79.07,21363.61,25123.0,0,0,0,0,0,0,0,0,0,0,14,5,81,61.07,1,0.0,58.0,221785.0,446351.0,90981.18000000001,173832.82,11,14,36,0,27,0
4.42,0.0,503.0,331.0,172.0,331.0,172.0,71430.19,71430.19,-21.74,-21.74,-21.74,-21.74,33607.12,71789.0,0,0,1,1,0,0,0,0,0,0,37,14,49,74.42,1,0.0,23.0,15025.019999999999,29145.170000000002,8437.33,12612.04,22,37,55,0,23,0
26.7,0.0,2205.0,121.0,88.0,1368.0,837.0,40808.27,421412.11,-5.43,55.38,55.38,55.38,48990.31,147591.0,0,0,0,1,60,0,0,0,0,0,12,15,73,-22.36,0,0.0,23.0,35747.729999999996,75719.0,24699.480000000007,32489.74,17,12,40,0,15,0
11.6,0.0,607.0,32.0,33.0,295.0,312.0,1611.2,73865.01,6.24,-90.52,-90.52,-90.52,12086.63,9200.0,0,0,1,1,0,0,0,0,0,0,24,8,68,-23.6,0,0.0,11.0,3865.53,27990.82,11460.33,21086.66,35,24,75,0,41,0
16.02,0.0,993.0,0.0,10.0,494.0,499.0,53.22,299790.56,-2.41,-94.62,-94.62,-94.62,9279.25,5271.0,0,0,0,0,0,0,0,0,0,0,11,11,78,62.21,1,0.0,23.0,26137.0,71255.0,52928.759999999995,67628.23,28,11,54,0,33,0
14.27,0.0,668.0,8.0,9.0,324.0,344.0,1695.46,180757.85,11.8,-92.47,-92.47,-92.47,11521.41,8256.0,0,0,0,0,0,0,0,0,0,0,21,14,65,-20.75,0,0.0,23.0,18522.38,54781.77,32494.129999999997,44890.54,20,21,47,0,33,0
15.42,0.0,557.0,17.0,6.0,297.0,260.0,575.84,133135.92,3.14,-91.5,-91.5,-91.5,11351.12,7963.0,0,0,1,1,0,0,0,0,0,0,13,8,79,-20.82,0,0.0,47.0,10188.66,41783.81999999999,26820.629999999997,39410.119999999995,38,13,60,0,40,0
11.69,0.0,1021.0,181.0,158.0,575.0,446.0,35583.76,114150.35,-9.75,-33.43,-33.43,-33.43,29833.82,56167.0,0,0,0,0,0,0,0,0,0,0,20,27,53,-37.13,0,0.0,11.0,9305.189999999999,23882.0,10380.550000000001,14841.869999999997,27,20,62,0,24,0
21.97,0.0,2195.0,57.0,111.0,1152.0,1043.0,28815.32,630528.93,-43.61,13.97,13.97,13.97,47385.86,136850.0,0,0,0,0,0,0,0,0,0,0,28,10,62,-22.88,0,0.0,23.0,26350.0,107799.0,40490.96,45384.18,36,28,69,0,12,0
23.82,0.0,883.0,31.0,45.0,448.0,435.0,11292.68,139318.27,-32.8,-58.26,-58.26,-58.26,24762.29,38637.0,0,1,0,0,0,9,0,0,0,0,24,7,69,-21.98,0,0.0,23.0,7718.330000000001,34096.0,10466.010000000002,16644.97,18,24,79,0,32,0
