token_age_b,transfers,transactions,buys_m5,sells_m5,buys_h1,sells_h1,volume_m5,volume_h1,price_change_m5,price_change_h1,price_change_h6,price_change_h24,liquidity,market_cap,is_mutable_metadata,is_telegram,is_twitter,is_website,boosts,telegram_members,twitter_days,twitter_tweets,twitter_followers,twitter_smart_followers,sns_held_all,sns_sold_some,sns_sold_all,PNL,profit,sns_most_common,sns_most_common_except_0,tt_f10_bought,tt_f10_sold,sns_f10_bought,sns_f10_sold,sns_no_bought,sns_no_sold,tt_no_bought,tt_no_sold,sns_pnl_loss,tt_pnl_loss
35.63,11243.0,10848.0,184.0,190.0,6488.0,4360.0,123857.32,6746238.84,-34.2,71.78,71.78,71.78,70632.54,239137.0,0,0,0,0,0,0,0,0,0,0,22,21,57,-22.58,0,24.0,24.0,365385.0,940638.0,225239.24,354301.0,6,22,36,0,12,0
16.29,2815.0,649.0,13.0,21.0,293.0,356.0,1753.91,142589.59,-5.95,-76.47,-76.47,-76.47,18275.09,20849.0,0,0,0,1,0,0,0,0,0,0,25,12,63,-21.55,0,0.0,23.0,13093.0,31417.0,36557.20000000001,41616.42,30,25,84,0,36,0
43.67,4064.0,3509.0,40.0,43.0,1968.0,1541.0,26071.68,831629.68,-37.78,-72.74,-72.74,-72.74,21156.68,26396.0,0,1,1,1,0,28,0,8,76,0,9,27,64,-22.36,0,0.0,48.0,31118.0,120122.0,64223.93,74718.06,21,9,50,0,11,0
24.02,3079.0,687.0,23.0,8.0,377.0,310.0,1646.22,64950.01,7.07,-40.18,-40.18,-40.18,30001.09,56725.0,0,1,0,1,0,52,0,0,0,0,22,7,71,63.99,1,0.0,24.0,3273.0,17575.0,6452.78,6674.770000000002,25,22,83,0,48,0
39.58,4448.0,1069.0,6.0,9.0,567.0,502.0,1339.97,245975.4,-0.18,-56.35,-56.35,-56.35,26485.46,43013.0,0,1,0,0,0,47,0,0,0,0,13,12,75,66.5,1,0.0,120.0,22013.0,49897.0,31126.61,37243.189999999995,21,13,57,0,47,0
24.33,485.0,468.0,27.0,23.0,290.0,178.0,3807.58,43039.71,-6.86,4072.0,4072.0,4072.0,7410.23,27708.0,0,1,1,1,100,24,0,1,11,0,31,16,53,66.39,1,24.0,24.0,11846.090000000004,17025.649999999998,10574.160000000002,12330.960000000001,0,31,6,9,12,0
20.01,1149.0,1273.0,192.0,89.0,851.0,422.0,55503.84,207712.32,-9.12,15.19,15.19,15.19,42238.68,111389.0,0,0,1,1,0,0,49,9,28,0,27,14,59,-26.45,0,0.0,24.0,21793.0,58322.0,16927.879999999997,20838.97,9,27,68,0,32,0
17.95,475.0,271.0,19.0,4.0,215.0,56.0,4011.94,492119.34,1.16,2819587.0,2819587.0,2819587.0,848244.3,7490561404.0,0,0,1,1,10,0,0,0,0,0,69,15,16,-99.99,0,0.1,0.1,4445.270000000014,28179.43,437537.4199999995,22188.989999999998,19,69,37,62,5,0
46.91,7963.0,7836.0,86.0,95.0,6900.0,936.0,14626.8,313923.55,50.85,1432.0,1432.0,1432.0,14699.09,56666.0,0,1,1,1,50,48,5,3,290,2,24,14,62,-22.63,0,0.1,0.1,49142.0,82858.0,21993.01,25545.569999999996,2,24,32,0,18,0
23.86,3697.0,3551.0,466.0,373.0,1934.0,1617.0,136313.81,653255.63,14.8,81.45,81.45,81.45,53185.03,169589.0,0,0,1,0,500,0,34,4,34,0,24,3,73,-95.12,0,24.0,24.0,32716.25,45491.77,24617.38,27842.32,3,24,8,0,29,0
5.6,1171.0,1553.0,896.0,657.0,896.0,657.0,1146378.78,1146378.78,14.92,447.0,447.0,447.0,90426.55,482373.0,0,0,0,0,0,0,0,0,0,0,22,30,48,239.21,1,0.0,237.0,164452.0,287051.0,75223.34,98934.16,31,22,54,0,4,0
4.8,514.0,1578.0,853.0,725.0,853.0,725.0,811955.76,811955.76,-35.44,-35.44,-35.44,-35.44,33601.61,66729.0,0,0,0,0,0,0,0,0,0,0,18,30,52,-62.54,0,0.0,24.0,47713.0,173111.0,44416.6,80286.58,25,18,76,0,6,0
5.18,846.0,405.0,177.0,162.0,221.0,184.0,77008.87,96033.01,-31.94,-41.63,-41.63,-41.63,29777.49,55609.0,0,0,0,0,0,0,0,0,0,0,31,14,55,110.07,1,0.0,23.0,10372.0,36420.020000000004,17661.579999999998,22985.85,32,31,80,0,17,0
3.2,7267.0,336.0,184.0,152.0,184.0,152.0,40084.53,40084.53,-10.73,-10.73,-10.73,-10.73,36513.08,84692.0,0,1,1,1,0,5,1,94,967,0,37,8,55,-32.37,0,0.0,23.0,5261.0,16053.0,10968.700000000003,10732.52,21,37,88,0,20,0
6.74,724.0,568.0,95.0,117.0,286.0,282.0,40370.33,136750.89,-29.79,-84.85,-84.85,-84.85,14938.61,13972.0,0,0,0,0,0,0,0,0,0,0,23,7,70,-42.08,0,0.0,23.0,9986.0,41828.0,24099.72,30623.08,34,23,82,0,40,0
5.93,327.0,783.0,349.0,266.0,463.0,320.0,171151.82,220815.76,91.77,364.0,364.0,364.0,83740.47,442290.0,0,0,0,0,0,0,0,0,0,0,30,22,48,201.67,1,0.0,23.0,15589.1,70317.0,32056.189999999988,39035.53,25,30,66,0,4,0
5.68,535.0,325.0,215.0,110.0,215.0,110.0,170748.45,170748.45,135191.0,135191.0,135191.0,135191.0,124654.8,156551322.0,1,0,0,0,0,0,0,0,0,0,83,5,12,-100.0,0,0.1,0.1,10388.669999999998,105190.26,91756.64000000007,75390.14,5,83,10,76,6,7
5.16,906.0,951.0,496.0,455.0,496.0,455.0,265002.64,265002.64,-66.28,-66.28,-66.28,-66.28,22688.08,31918.0,0,0,0,0,0,0,0,0,0,0,14,18,68,472.23,1,0.0,471.0,18250.0,74799.0,29146.259999999995,51199.73,26,14,59,0,21,0
5.53,141.0,250.0,172.0,78.0,172.0,78.0,47485.88,47485.88,48.89,48.89,48.89,48.89,46964.05,140975.0,0,0,0,0,0,0,0,0,0,0,58,7,35,113.13,1,23.0,23.0,11025.709999999997,19340.970000000005,18657.089999999997,15457.759999999998,1,58,6,55,27,22
5.13,643.0,858.0,356.0,323.0,475.0,383.0,251226.52,341937.28,-33.76,-57.82,-57.82,-57.82,28756.66,50552.0,0,0,0,0,0,0,0,0,0,0,25,4,71,-45.5,0,0.0,23.0,26337.0,89435.0,32730.459999999995,49016.21,29,25,65,0,38,0
3.38,492.0,583.0,363.0,220.0,363.0,220.0,209446.01,209446.01,-62.31,-62.31,-62.31,-62.31,23603.74,34787.0,0,0,0,0,0,0,0,0,0,0,31,7,62,-46.23,0,0.0,23.0,42540.0,76089.0,38767.450000000004,50862.22,28,31,71,0,32,0
2.77,320.0,1695.0,1332.0,363.0,1332.0,363.0,1390400.43,1390400.43,492.0,492.0,492.0,492.0,97034.37,560034.0,0,0,0,0,0,0,0,0,0,0,50,32,18,-94.65,0,238.0,238.0,261360.0,478431.0,164493.95,203028.98,5,50,22,0,12,0
3.44,1321.0,667.0,363.0,304.0,363.0,304.0,112421.78,112421.78,-5.13,-5.13,-5.13,-5.13,37152.29,87238.0,0,0,0,0,0,0,0,0,0,0,34,7,59,-59.41,0,0.0,23.0,5342.0,43144.0,11077.93,19168.45,42,34,87,0,13,0
4.67,465.0,184.0,117.0,67.0,117.0,67.0,34105.18,34105.18,9.8,9.8,9.8,9.8,40189.3,103376.0,0,0,0,0,0,0,0,0,0,0,41,9,50,-22.59,0,0.0,23.0,5977.059999999999,12931.150000000001,12682.679999999997,14815.710000000001,17,41,19,42,32,27
5.99,1222.0,978.0,392.0,296.0,588.0,390.0,159240.84,314383.76,3.57,-24.02,-24.02,-24.02,34126.87,72044.0,0,0,0,0,0,0,0,0,0,0,37,19,44,104.89,1,0.0,47.0,28460.58,65683.0,62751.97000000001,77501.72,24,37,53,0,18,0
3.4,106.0,99.0,70.0,29.0,70.0,29.0,21983.68,21983.68,512.0,512.0,512.0,512.0,5278.57,10326.0,1,1,1,1,0,4,0,3,0,0,57,6,22,-29.39,0,0.0,23.0,13498.210000000001,11788.990000000002,13498.210000000001,11771.2,13,57,13,55,5,6
2.29,1009.0,18.0,17.0,1.0,17.0,1.0,101.99,101.99,-0.73,-0.73,-0.73,-0.73,38961.19,101368.0,0,1,1,0,0,172,2,195,117,0,35,4,11,67.97,1,0.1,0.1,10362.970000000005,7946.38,10085.210000000001,5014.38,8,35,8,33,1,2
3.2,520.0,293.0,146.0,147.0,146.0,147.0,143234.96,143234.96,6.98,6.98,6.98,6.98,43975.98,122179.0,0,0,0,0,0,0,0,0,0,0,29,4,67,81.9,1,0.0,47.0,8376.0,71208.0,34319.49,39855.92,30,29,96,0,32,0
4.24,1668.0,393.0,237.0,156.0,237.0,156.0,75329.06,75329.06,-34.56,-34.56,-34.56,-34.56,30842.41,60453.0,0,0,0,0,0,0,0,0,0,0,36,7,57,-39.14,0,0.0,23.0,6347.76,30105.530000000002,11291.550000000001,12394.599999999999,22,36,90,0,38,0
3.54,795.0,446.0,281.0,165.0,281.0,165.0,223412.24,223412.24,125.0,125.0,125.0,125.0,57318.24,207435.0,0,0,0,1,0,0,0,0,0,0,45,12,43,77.05,1,0.0,4.76,58188.0,93716.0,25105.069999999985,24641.45,25,45,74,0,6,0
4.36,748.0,859.0,506.0,353.0,506.0,353.0,259565.51,259565.51,-59.3,-59.3,-59.3,-59.3,24950.54,38509.0,0,0,0,0,0,0,0,0,0,0,28,10,62,-35.66,0,0.0,47.0,16126.0,47417.0,18112.11,21339.28,28,28,82,0,34,0
5.19,949.0,1184.0,743.0,441.0,743.0,441.0,369007.12,369007.12,-44.47,-41.46,-41.46,-41.46,30074.25,55477.0,0,0,0,0,0,0,0,0,0,0,23,14,63,61.37,1,0.0,23.0,18434.0,87022.0,48690.47,67218.93,15,23,54,0,19,0
4.03,384.0,386.0,296.0,90.0,296.0,90.0,194193.31,194193.31,387.0,387.0,387.0,387.0,85259.06,461340.0,0,0,0,0,0,0,0,0,0,0,75,9,16,134.34,1,715.0,715.0,62168.259999999995,84321.32,63371.01,48831.12,8,75,24,31,5,8
9.3,437.0,350.0,26.0,32.0,196.0,154.0,8846.3,85675.64,14.25,-83.71,-83.71,-83.71,15413.2,14958.0,0,0,0,0,0,0,0,0,0,0,26,4,70,-26.89,0,0.0,23.0,14820.060000000001,41818.77000000001,20991.36,36453.26,34,26,48,9,30,11
6.31,1386.0,463.0,213.0,128.0,278.0,185.0,44621.9,76735.74,-11.55,-17.14,-17.14,-17.14,34689.4,76400.0,0,0,1,0,0,0,0,0,0,0,27,14,59,-35.53,0,0.0,47.0,9305.0,31402.9,17605.84,24704.339999999997,30,27,72,0,21,0
6.92,882.0,1323.0,390.0,338.0,808.0,515.0,236396.79,589015.94,-71.74,-71.92,-71.92,-71.92,23533.47,33487.0,0,0,0,0,0,0,0,0,0,0,33,10,57,-28.52,0,0.0,234.0,87823.0,191426.0,117991.34,149036.98,12,33,27,0,31,0
3.26,1656.0,923.0,568.0,355.0,568.0,355.0,337403.47,337403.47,95.91,95.91,95.91,95.91,53808.58,180120.0,0,1,1,0,0,2,0,0,0,0,44,17,39,82.9,1,0.0,47.0,5409.0,64996.0,45873.51,53201.69,25,44,89,0,4,0
7.45,440.0,400.0,85.0,51.0,288.0,112.0,19853.16,82697.71,-6.01,65.97,65.97,65.97,50536.34,163402.0,0,1,1,0,0,1,0,0,5,0,40,11,49,-23.87,0,47.0,47.0,20968.25999999999,33196.689999999995,25053.820000000003,26249.42,4,40,6,30,37,20
6.03,212.0,300.0,112.0,65.0,227.0,73.0,48869.02,72959.69,20.85,20584.0,20584.0,20584.0,54973.04,394416.0,0,0,0,0,0,0,0,0,0,0,89,1,10,-20.28,0,0.1,0.1,6647.249999999999,22700.609999999997,22238.019999999997,3563.75,0,89,54,25,1,3
4.21,610.0,1536.0,1003.0,533.0,1003.0,533.0,970847.95,970847.95,1000.0,1000.0,1000.0,1000.0,128507.32,1009892.0,0,0,0,0,0,0,0,0,0,0,30,21,49,-22.47,0,0.0,236.0,98803.0,312105.0,92591.19,145697.63,12,30,38,0,5,0
6.07,6966.0,439.0,178.0,192.0,229.0,210.0,32601.35,46217.7,-38.35,-30.13,-30.13,-30.13,31390.61,63221.0,0,0,0,0,0,0,0,0,0,0,29,7,64,-20.66,0,0.0,47.0,7113.0,20429.0,11321.43,11275.74,23,29,87,0,20,0
3.54,1786.0,1913.0,1277.0,636.0,1277.0,636.0,1467204.55,1467204.55,577.0,577.0,577.0,577.0,102880.88,636059.0,0,0,0,0,0,0,0,0,0,0,31,33,36,-51.1,0,0.0,118.0,168939.0,476585.0,149938.33000000002,217632.71000000002,21,31,53,0,7,0
3.12,83.0,939.0,594.0,345.0,594.0,345.0,874606.01,874606.01,-49.77,-49.77,-49.77,-49.77,27891.96,47158.0,0,0,0,0,0,0,0,0,0,0,41,9,50,-59.75,0,0.0,236.0,270231.0,407764.0,193429.9,198075.89999999997,14,41,52,0,34,0
5.83,602.0,311.0,162.0,123.0,181.0,130.0,58835.43,63810.69,-11.43,16.7,16.7,16.7,41754.72,112046.0,0,0,0,0,0,0,0,0,0,0,28,12,60,-22.19,0,0.0,23.0,11249.939999999999,22782.690000000002,12733.94,12937.929999999998,19,28,40,11,19,9
5.05,117.0,112.0,88.0,24.0,88.0,24.0,9212.92,9212.92,305.0,305.0,305.0,305.0,4059.25,10169.0,0,1,1,1,0,14,1,2,24,0,67,3,15,-34.23,0,0.0,0.1,5430.819999999998,4157.7,5351.369999999999,4013.7,24,67,24,69,3,3
2.74,385.0,295.0,193.0,102.0,193.0,102.0,86434.28,86434.28,85.56,85.56,85.56,85.56,52147.13,173689.0,0,0,1,0,0,0,0,0,0,0,54,8,38,-25.12,0,0.0,23.0,21363.909999999993,46775.55999999999,25105.19,28469.97,23,54,46,14,3,4
3.71,957.0,536.0,273.0,263.0,273.0,263.0,121534.95,121534.95,54.03,54.03,54.03,54.03,48645.94,151786.0,0,0,0,0,0,0,0,0,0,0,31,4,65,-25.18,0,0.0,47.0,4683.0,43445.0,24473.0,21938.329999999998,48,31,86,0,14,0
4.52,336.0,199.0,152.0,47.0,152.0,47.0,119958.17,119958.17,239479.0,239479.0,239479.0,239479.0,164666.2,275494604.0,1,0,0,0,0,0,0,0,0,0,83,2,15,-52.9,0,0.0,0.1,9730.19,28362.26,88268.84000000005,26631.260000000002,12,83,13,81,2,3
4.44,972.0,716.0,397.0,319.0,397.0,319.0,114865.17,114865.17,5.21,5.21,5.21,5.21,41052.04,107462.0,0,0,0,0,0,0,0,0,0,0,26,23,51,62.76,1,0.0,47.0,13016.0,24967.0,29572.289999999997,29268.89,34,26,86,0,21,0
4.75,555.0,482.0,301.0,181.0,301.0,181.0,123959.83,123959.83,43.54,43.54,43.54,43.54,46213.83,135961.0,0,0,0,0,0,0,0,0,0,0,36,17,47,-21.12,0,0.0,23.0,16812.0,48178.0,19240.59,27891.84,20,36,40,0,4,0
2.75,516.0,419.0,256.0,163.0,256.0,163.0,120129.79,120129.79,28.17,28.17,28.17,28.17,43764.6,121452.0,0,0,0,0,0,0,0,0,0,0,43,11,46,60.46,1,0.0,23.0,4236.1,36207.0,18373.370000000003,26379.96,32,43,84,0,8,0
4.46,108.0,130.0,110.0,20.0,110.0,20.0,15359.41,15359.41,63.96,63.96,63.96,63.96,4716.21,4302.0,0,0,0,0,0,0,0,0,0,0,87,5,8,67.5,1,0.1,0.1,7494.510000000003,7304.89,8016.53,7419.89,1,87,1,88,2,1
3.27,1943.0,337.0,165.0,172.0,165.0,172.0,54885.15,54885.15,-64.46,-64.46,-64.46,-64.46,22851.15,33440.0,0,0,0,0,0,0,0,0,0,0,35,5,60,71.8,1,0.0,47.0,3456.0,22832.0,11888.86,13661.140000000001,32,35,90,0,30,0
4.75,148.0,124.0,99.0,25.0,99.0,25.0,25502.5,25502.5,3889.0,3889.0,3889.0,3889.0,16138.5,54479.0,1,0,0,0,0,0,0,0,0,0,55,5,17,-28.69,0,0.1,0.1,16162.100000000006,9322.01,16162.100000000004,9322.01,6,55,6,55,8,8
3.47,521.0,609.0,371.0,238.0,371.0,238.0,175782.27,175782.27,30.18,30.18,30.18,30.18,43357.98,118980.0,0,0,0,0,0,0,0,0,0,0,34,21,45,-41.67,0,0.0,23.0,9673.0,48239.0,40100.77,43011.07,30,34,77,0,8,0
3.43,279.0,217.0,148.0,69.0,148.0,69.0,26769.52,26769.52,77.25,77.25,77.25,77.25,50096.54,161656.0,0,0,0,0,0,0,0,0,0,0,74,7,19,60.52,1,23.0,23.0,9350.310000000005,9986.62,13544.240000000003,8442.619999999999,1,74,2,75,5,4
2.93,683.0,733.0,441.0,292.0,441.0,292.0,275995.23,275995.23,112.0,112.0,112.0,112.0,56081.95,198817.0,0,0,0,0,0,0,0,0,0,0,39,16,45,83.25,1,0.0,23.0,2195.0,62586.0,26618.119999999995,33433.18,31,39,93,0,12,0
2.85,166.0,159.0,124.0,35.0,124.0,35.0,26776.89,26776.89,2.86,2.86,2.86,2.86,38233.15,94450.0,0,0,0,0,0,0,0,0,0,0,68,5,27,103.07,1,0.0,23.0,10722.09,21150.559999999998,14719.419999999998,12563.56,13,68,21,52,8,9
2.02,91.0,118.0,110.0,8.0,110.0,8.0,296724.73,296724.73,1926.0,1926.0,1926.0,1926.0,624889.78,25126398.0,0,0,0,0,0,0,0,0,0,0,75,4,21,-29.82,0,47.0,47.0,25948.220000000005,46731.13,294968.08,17013.05,0,75,4,65,7,11
6.85,571.0,376.0,90.0,73.0,233.0,143.0,43887.74,112410.41,-51.89,-29.62,-29.62,-29.62,32415.18,66683.0,0,0,0,0,0,0,0,0,0,0,36,13,51,-31.4,0,0.0,23.0,27335.689999999995,52816.35,24933.64,23234.289999999997,26,36,48,10,14,4
5.23,7685.0,824.0,479.0,345.0,479.0,345.0,213077.15,213077.15,113.0,113.0,113.0,113.0,58835.97,218171.0,0,1,0,1,0,3,0,0,0,0,24,14,62,-29.21,0,0.0,47.0,13971.0,52690.0,20437.48,24525.5,43,24,76,0,1,0
10.82,1312.0,1008.0,32.0,46.0,508.0,500.0,7434.95,275186.47,10.52,-88.73,-88.73,-88.73,13239.68,10752.0,0,0,0,0,0,0,0,0,0,0,16,14,70,-23.13,0,0.0,238.0,23097.0,69194.0,32767.779999999988,44941.920000000006,27,17,68,0,44,0
10.7,1618.0,653.0,25.0,50.0,284.0,369.0,6013.54,95940.19,-7.62,-85.96,-85.96,-85.96,14342.71,12966.0,0,0,0,0,0,0,0,0,0,0,14,11,75,67.28,1,0.0,23.0,5291.0,26511.0,7749.099999999999,14318.73,43,14,86,0,28,0
7.32,676.0,457.0,114.0,104.0,263.0,194.0,49612.43,115672.05,92.69,4.36,4.36,4.36,39034.32,96185.0,0,0,0,0,0,0,0,0,0,0,22,19,59,105.97,1,0.0,47.0,12850.93,32587.53,24463.599999999995,38053.16,33,22,48,0,19,0
11.07,2554.0,487.0,66.0,59.0,263.0,224.0,28588.6,105412.18,-37.98,-40.35,-40.35,-40.35,29489.07,54915.0,0,0,0,0,0,0,0,0,0,0,15,18,67,61.43,1,0.0,23.0,14890.539999999999,33712.85,14909.560000000001,22631.680000000004,25,15,59,0,37,0
15.33,1319.0,699.0,44.0,44.0,358.0,341.0,8742.06,206306.29,-11.31,-54.88,-54.88,-54.88,26008.75,42480.0,0,0,0,0,0,0,0,0,0,0,28,17,55,79.59,1,0.0,47.0,51030.0,78647.0,63201.43,63189.63999999999,33,28,78,0,19,0
13.15,3860.0,1201.0,188.0,155.0,699.0,502.0,52479.24,219609.52,-7.42,-8.34,-8.34,-8.34,36846.13,84359.0,0,0,0,1,0,0,0,0,0,0,22,27,51,-36.55,0,0.0,23.0,16600.0,44128.0,24413.1,26875.13,23,22,59,0,19,0
12.78,1996.0,2167.0,577.0,458.0,1204.0,963.0,311590.93,611130.46,80.03,254.0,254.0,254.0,74333.68,335904.0,0,0,0,0,0,0,0,0,0,0,19,25,56,-27.39,0,0.0,23.0,37773.0,109944.0,20341.600000000006,30672.09,24,19,56,0,17,0
7.85,273.0,207.0,86.0,48.0,143.0,64.0,7460.2,24284.04,41.67,470.0,470.0,470.0,9214.91,20988.0,0,1,1,1,0,18,39,1,248,1,58,9,33,86.37,1,0.1,0.1,9074.750000000005,10688.17,12891.69,10694.039999999999,7,59,8,51,6,7
9.01,561.0,283.0,140.0,36.0,231.0,52.0,75981.37,474120.29,0.61,2095018.0,2095018.0,2095018.0,739030.34,5705939321.0,0,0,0,0,0,0,0,0,0,0,69,20,11,-100.0,0,0.1,0.1,14119.690000000024,45362.15,409966.76999999955,37956.15,4,69,9,64,10,2
9.08,269.0,324.0,101.0,30.0,242.0,82.0,21734.96,91069.74,-4.09,4516.0,4516.0,4516.0,26339.19,122967.0,0,0,0,0,0,0,0,0,0,0,43,24,33,74.94,1,0.1,0.1,34921.76000000001,40749.130000000005,34484.34999999998,28924.159999999996,0,43,55,55,26,0
8.11,1548.0,1865.0,785.0,602.0,1031.0,834.0,183275.84,255884.24,4.97,16.96,16.96,16.96,43768.37,119463.0,0,0,1,0,0,0,669,3,1060,0,14,24,62,-59.89,0,0.0,47.0,27325.0,39712.0,60468.29,60553.89,36,14,86,0,35,0
9.97,708.0,1364.0,523.0,501.0,714.0,650.0,165544.87,204324.83,-10.25,10.41,10.41,10.41,42342.2,112694.0,0,0,0,0,0,0,659,3,1050,0,19,25,56,-26.94,0,0.0,47.0,9555.0,21027.0,33160.74,32900.25,33,19,84,0,30,0
6.18,571.0,367.0,182.0,124.0,242.0,125.0,92071.77,170068.3,-26.38,158751.0,158751.0,158751.0,134600.17,182741280.0,1,0,0,0,0,0,0,0,0,0,74,9,17,-32.07,0,0.1,0.1,10702.819999999998,51507.79,90643.10000000005,48982.79,8,74,11,71,10,10
7.69,1420.0,964.0,200.0,270.0,492.0,472.0,101857.33,240811.55,-71.07,-56.16,-56.16,-56.16,25352.26,40231.0,0,0,0,0,0,0,0,0,0,0,26,16,58,-35.82,0,0.0,23.0,19797.57,53622.0,16279.849999999999,21465.230000000003,31,26,77,0,18,0
5.99,3510.0,501.0,189.0,210.0,234.0,267.0,43527.51,69332.68,-44.47,-61.6,-61.6,-61.6,23508.1,35255.0,0,1,0,1,0,5,0,0,0,0,21,20,59,-21.48,0,0.0,236.0,20452.549999999996,36687.740000000005,20406.509999999995,25352.910000000003,27,21,56,6,26,1
4.23,1381.0,1330.0,914.0,416.0,914.0,416.0,1023428.0,1023428.0,324.0,324.0,324.0,324.0,81678.51,402238.0,0,1,1,1,0,27,4148,11,654,2,46,22,32,-46.72,0,0.0,23.0,114991.1,285145.0,105129.88,95068.59,10,46,54,0,9,0
6.23,662.0,911.0,391.0,164.0,673.0,238.0,150336.55,383690.86,8.36,193.0,193.0,193.0,65928.03,272388.0,0,1,1,0,0,3,0,0,3,0,35,16,49,-23.06,0,47.0,47.0,101292.0,144820.0,64791.590000000004,73827.98000000001,7,35,21,0,18,0
5.99,314.0,282.0,113.0,84.0,173.0,109.0,53729.01,79058.51,-33.55,-30.47,-30.47,-30.47,31782.51,64599.0,0,0,0,0,0,0,0,0,0,0,46,12,42,-26.35,0,0.0,23.0,15099.349999999999,35634.49999999999,25544.02,27843.82,19,46,28,31,14,12
4.58,630.0,533.0,298.0,235.0,298.0,235.0,453956.43,453956.43,345.0,345.0,345.0,345.0,81909.35,419429.0,0,0,0,0,0,0,0,0,0,0,25,11,64,-31.02,0,0.0,47.0,18225.0,141155.0,46060.54,50865.74,32,25,87,0,7,0
5.87,3516.0,1100.0,529.0,400.0,647.0,453.0,252908.13,282159.01,79.47,150.0,150.0,150.0,60160.36,227723.0,0,1,1,1,0,2,0,0,0,0,28,15,57,-31.27,0,0.0,23.0,21841.0,67602.0,14295.529999999999,24046.039999999997,25,28,78,0,9,0
4.91,1355.0,958.0,552.0,406.0,552.0,406.0,301546.46,301546.46,4.91,4.91,4.91,4.91,39872.04,99312.0,0,0,0,0,0,0,0,0,0,0,34,17,49,-20.45,0,0.0,23.0,4722.0,53658.0,35010.74,34108.25,23,34,76,0,14,0
6.42,476.0,412.0,220.0,92.0,304.0,108.0,32596.2,49383.0,6.77,941.0,941.0,941.0,11573.01,49298.0,0,1,1,1,0,5,4,3,3400,0,56,11,33,-39.24,0,23.0,23.0,12984.650000000005,22644.399999999998,13559.300000000007,11145.12,5,56,12,18,17,5
4.29,577.0,435.0,288.0,147.0,288.0,147.0,102316.46,102316.46,-9.05,-9.05,-9.05,-9.05,38050.3,92574.0,0,0,1,1,0,0,49,6,4,0,40,11,49,80.51,1,0.0,23.0,22201.829999999994,44942.26000000001,23808.550000000007,25954.99,19,40,31,23,21,18
5.11,678.0,573.0,292.0,214.0,326.0,247.0,229317.91,289825.48,-32.76,54.18,54.18,54.18,48605.6,148628.0,0,0,0,0,0,0,0,0,0,0,30,11,59,63.39,1,0.0,234.0,40439.0,80087.0,53479.4,54249.490000000005,41,30,71,0,16,0
5.12,1056.0,837.0,434.0,363.0,451.0,386.0,132145.88,137575.42,-11.71,13.84,13.84,13.84,41023.95,107219.0,0,0,1,0,0,0,0,0,0,0,25,20,55,61.66,1,0.0,23.0,7541.0,19797.0,30559.940000000002,30390.61,26,25,87,0,30,0
2.58,5785.0,56.0,46.0,10.0,46.0,10.0,1793.45,1793.45,5.52,5.52,5.52,5.52,40002.97,107633.0,0,1,1,1,0,405,187,15,1100,17,54,1,13,-37.06,0,0.1,0.1,2130.9700000000003,694.76,2073.9700000000003,686.81,11,54,11,54,0,0
4.04,1020.0,1051.0,676.0,375.0,676.0,375.0,345419.53,345419.53,159.0,159.0,159.0,159.0,61807.38,238547.0,0,0,0,0,0,0,0,0,0,0,34,19,47,-34.72,0,0.0,23.0,15420.0,65291.0,29472.3,32951.270000000004,27,34,72,0,8,0
5.43,287.0,98.0,67.0,31.0,67.0,31.0,14853.27,14853.27,-2.44,-2.44,-2.44,-2.44,38250.4,94199.0,0,0,0,0,0,0,0,0,0,0,38,5,25,-32.94,0,11.0,11.0,7844.21,7211.849999999999,7844.209999999999,7210.549999999999,3,38,3,37,18,19
6.04,988.0,733.0,404.0,251.0,460.0,273.0,143261.47,154416.83,21.81,16.81,16.81,16.81,41827.74,111095.0,0,0,0,0,0,0,0,0,0,0,27,15,58,-24.86,0,0.0,47.0,9372.0,38891.86,22041.67,24857.26,27,27,66,0,6,0
9.16,1173.0,478.0,21.0,72.0,185.0,293.0,5910.45,96362.13,-35.78,-85.86,-85.86,-85.86,14513.95,13345.0,0,0,0,0,0,0,0,0,0,0,13,17,70,81.03,1,0.0,23.0,5293.0,25734.0,17193.140000000003,27545.29,43,13,90,0,27,0
9.62,588.0,349.0,68.0,59.0,209.0,140.0,21105.14,117170.49,1.72,-56.42,-56.42,-56.42,26844.78,45679.0,0,0,0,0,0,0,0,0,0,0,33,14,53,62.95,1,47.0,47.0,42607.24000000002,55054.35999999999,41565.909999999996,42819.31,11,33,17,23,42,22
5.7,919.0,530.0,180.0,201.0,256.0,274.0,75395.59,116277.51,-78.3,-80.86,-80.86,-80.86,16919.39,18075.0,0,0,0,0,0,0,0,0,0,0,20,9,71,71.56,1,0.0,47.0,5806.0,35510.0,17476.120000000003,25716.070000000003,37,20,81,0,31,0
5.44,227.0,798.0,278.0,481.0,309.0,489.0,71160.88,92066.39,-95.04,-90.89,-90.89,-90.89,11624.25,8604.0,0,0,0,0,0,0,0,0,0,0,29,6,65,-29.25,0,0.0,47.0,4489.0,25988.0,18619.32,18766.36,35,29,97,0,30,0
4.51,316.0,75.0,67.0,8.0,67.0,8.0,415437.79,415437.79,2711800.0,2711800.0,2711800.0,2711800.0,822105.33,7089660663.0,0,0,0,0,0,0,0,0,0,0,82,7,11,60.81,1,0.1,0.1,11631.039999999997,11486.86,429468.56999999937,10419.86,13,82,17,81,4,4
